Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000019.10	39306566	39320863	19	minus	leucine rich repeat and fibronectin type III domain containing 1	LRFN1	57622	protein-coding	NM_020862.2	NP_065913.1	771	
NC_000019.10	39328359	39336043	19	minus	glia maturation factor gamma	GMFG	9535	protein-coding	NM_004877.4	NP_004868.1	142	
NC_000019.10	39342421	39390764	19	plus	sterile alpha motif domain containing 4B	SAMD4B	55095	protein-coding	NM_018028.4	NP_060498.2	694	
NC_000019.10	39385629	39391106	19	minus	PAF1 homolog, Paf1/RNA polymerase II complex component	PAF1	54623	protein-coding	NM_019088.4	NP_061961.2	531	
NC_000019.10	39391378	39400641	19	plus	mediator complex subunit 29	MED29	55588	protein-coding	NM_017592.4	NP_060062.2	200	
NC_000019.10	39406847	39409407	19	plus	ZFP36 ring finger protein	ZFP36	7538	protein-coding	NM_003407.5	NP_003398.3	326	
NC_000019.10	39412669	39428415	19	plus	pleckstrin homology and RhoGEF domain containing G2	PLEKHG2	64857	protein-coding	NM_022835.3	NP_073746.2	1386	
NC_000019.10	39433137	39435949	19	minus	ribosomal protein S16	RPS16	6217	protein-coding	NM_001020.6	NP_001011.1	146	
NC_000019.10	39445582	39476670	19	plus	SPT5 homolog, DSIF elongation factor subunit	SUPT5H	6829	protein-coding	NM_003169.4	NP_003160.2	1087	
NC_000019.10	39480838	39493779	19	plus	translocase of inner mitochondrial membrane 50	TIMM50	92609	protein-coding	NM_001001563.5	NP_001001563.2	353	
NC_000019.10	39498947	39508469	19	plus	delta like canonical Notch ligand 3	DLL3	10683	protein-coding	NM_016941.4	NP_058637.1	618	
NC_000019.10	39515113	39520686	19	plus	selenoprotein V	SELENOV	348303	protein-coding	NM_182704.2	NP_874363.1	346	
NC_000019.10	39530987	39532852	19	minus	EP300 interacting inhibitor of differentiation 2B	EID2B	126272	protein-coding	NM_152361.3	NP_689574.1	161	
NC_000019.10	39538707	39540161	19	minus	EP300 interacting inhibitor of differentiation 2	EID2	163126	protein-coding	NM_153232.4	NP_694964.3	236	
NC_000019.10	39602524	39607474	19	plus	galectin 13	LGALS13	29124	protein-coding	NM_013268.3	NP_037400.1	139	
NC_000019.10	39655913	39660647	19	plus	galectin 16	LGALS16	148003	protein-coding	NM_001190441.3	NP_001177370.2	142	
NC_000019.10	39704481	39709444	19	plus	galectin 14	LGALS14	56891	protein-coding	NM_020129.3	NP_064514.1	139	
NC_000019.10	39731255	39738029	19	minus	Charcot-Leyden crystal galectin	CLC	1178	protein-coding	NM_001828.6	NP_001819.2	142	
NC_000019.10	39776453	39786291	19	plus	leucine twenty homeobox	LEUTX	342900	protein-coding	NM_001143832.2	NP_001137304.1	168	
NC_000019.10	39825350	39834162	19	minus	dual specificity tyrosine phosphorylation regulated kinase 1B	DYRK1B	9149	protein-coding	NM_004714.3	NP_004705.1	629	
NC_000019.10	39834458	39846379	19	minus	fibrillarin	FBL	2091	protein-coding	NM_001436.4	NP_001427.2	321	
NC_000019.10	39863323	39934634	19	minus	Fc gamma binding protein	FCGBP	8857	protein-coding	NM_003890.3	NP_003881.2	5405	
NC_000019.10	39971165	39981764	19	plus	proteasome 26S subunit, ATPase 4	PSMC4	5704	protein-coding	NM_006503.4	NP_006494.1	418	
NC_000019.10	39997060	40021038	19	plus	zinc finger protein 546	ZNF546	339327	protein-coding	NM_178544.5	NP_848639.2	836	
NC_000019.10	40028260	40056231	19	minus	zinc finger protein 780B	ZNF780B	163131	protein-coding	NM_001005851.3	NP_001005851.1	833	
NC_000019.10	40069152	40090943	19	minus	zinc finger protein 780A	ZNF780A	284323	protein-coding	NM_001010880.3	NP_001010880.2	641	
NC_000019.10	40191426	40215575	19	plus	mitogen-activated protein kinase kinase kinase 10	MAP3K10	4294	protein-coding	NM_002446.4	NP_002437.2	954	
NC_000019.10	40216058	40218384	19	minus	tetratricopeptide repeat domain 9B	TTC9B	148014	protein-coding	NM_152479.6	NP_689692.2	239	
NC_000019.10	40222208	40226689	19	minus	cyclin P	CCNP	79935	protein-coding	NM_024877.4	NP_079153.2	307	
NC_000019.10	40230317	40285345	19	minus	AKT serine/threonine kinase 2	AKT2	208	protein-coding	NM_001626.6	NP_001617.1	481	
NC_000019.10	40292954	40348527	19	minus	chromosome 19 open reading frame 47	C19orf47	126526	protein-coding	NM_001256440.1	NP_001243369.1	422	
NC_000019.10	40348695	40378485	19	plus	phospholipase D family member 3	PLD3	23646	protein-coding	NM_012268.4	NP_036400.2	490	
NC_000019.10	40379271	40390181	19	minus	homeodomain interacting protein kinase 4	HIPK4	147746	protein-coding	NM_144685.5	NP_653286.2	616	
NC_000019.10	40393764	40414789	19	minus	periaxin	PRX	57716	protein-coding	NM_020956.2	NP_066007.1	147	
NC_000019.10	40421589	40425992	19	minus	SERTA domain containing 1	SERTAD1	29950	protein-coding	NM_013376.4	NP_037508.2	236	
NC_000019.10	40440844	40444335	19	minus	SERTA domain containing 3	SERTAD3	29946	protein-coding	NM_013368.4	NP_037500.2	196	
NC_000019.10	40447768	40465745	19	minus	biliverdin reductase B	BLVRB	645	protein-coding	NM_000713.3	NP_000704.1	206	
NC_000019.10	40467001	40576464	19	plus	spectrin beta, non-erythrocytic 4	SPTBN4	57731	protein-coding	NM_020971.3	NP_066022.2	2564	
NC_000019.10	40576873	40591397	19	plus	SH3KBP1 binding protein 1	SHKBP1	92799	protein-coding	NM_138392.4	NP_612401.2	707	
NC_000019.10	40593166	40629820	19	plus	latent transforming growth factor beta binding protein 4	LTBP4	8425	protein-coding	NM_003573.2	NP_003564.2	1587	
NC_000019.10	40665905	40690651	19	minus	NUMB like endocytic adaptor protein	NUMBL	9253	protein-coding	NM_004756.5	NP_004747.1	609	
NC_000019.10	40691530	40716886	19	minus	coenzyme Q8B	COQ8B	79934	protein-coding	NM_024876.4	NP_079152.3	544	
NC_000019.10	40717112	40740860	19	plus	inositol-trisphosphate 3-kinase C	ITPKC	80271	protein-coding	NM_025194.3	NP_079470.1	683	
NC_000019.10	40740861	40750477	19	minus	actin maturation protease	ACTMAP	284325	protein-coding	NM_198476.5	NP_940878.3	351	
NC_000019.10	40751203	40765389	19	plus	small nuclear ribonucleoprotein polypeptide A	SNRPA	6626	protein-coding	NM_004596.5	NP_004587.1	282	
NC_000019.10	40775160	40777490	19	plus	MIA SH3 domain containing	MIA	8190	protein-coding	NM_006533.4	NP_006524.1	131	
NC_000019.10	40778247	40796942	19	plus	RAB4B, member RAS oncogene family	RAB4B	53916	protein-coding	NM_016154.5	NP_057238.3	213	
NC_000019.10	40799191	40808434	19	plus	egl-9 family hypoxia inducible factor 2	EGLN2	112398	protein-coding	NM_053046.4	NP_444274.1	407	
NC_000019.10	40843541	40850447	19	minus	cytochrome P450 family 2 subfamily A member 6	CYP2A6	1548	protein-coding	NM_000762.6	NP_000753.3	494	
NC_000019.10	40875439	40882231	19	minus	cytochrome P450 family 2 subfamily A member 7	CYP2A7	1549	protein-coding	NM_000764.3	NP_000755.2	494	
NC_000019.10	40991282	41018398	19	plus	cytochrome P450 family 2 subfamily B member 6	CYP2B6	1555	protein-coding	NM_000767.5	NP_000758.1	491	
NC_000019.10	41088451	41096195	19	plus	cytochrome P450 family 2 subfamily A member 13	CYP2A13	1553	protein-coding	NM_000766.5	NP_000757.2	494	
NC_000019.10	41114432	41128381	19	plus	cytochrome P450 family 2 subfamily F member 1	CYP2F1	1572	protein-coding	NM_000774.5	NP_000765.2	491	
NC_000019.10	41135634	41193052	19	minus	uncharacterized LOC124904790	LOC124904790	124904790	protein-coding	XM_047439802.1	XP_047295758.1	290	
NC_000019.10	41193219	41207539	19	plus	cytochrome P450 family 2 subfamily S member 1	CYP2S1	29785	protein-coding	NM_030622.8	NP_085125.1	504	
NC_000019.10	41219223	41261766	19	plus	AXL receptor tyrosine kinase	AXL	558	protein-coding	NM_001699.6	NP_001690.2	885	
NC_000019.10	41262557	41307787	19	plus	heterogeneous nuclear ribonucleoprotein U like 1	HNRNPUL1	11100	protein-coding	NM_007040.6	NP_008971.2	856	
NC_000019.10	41310172	41324873	19	plus	coiled-coil domain containing 97	CCDC97	90324	protein-coding	NM_052848.3	NP_443080.1	343	
NC_000019.10	41330323	41353922	19	minus	transforming growth factor beta 1	TGFB1	7040	protein-coding	NM_000660.7	NP_000651.3	390	
NC_000019.10	41354417	41364149	19	minus	B9 domain containing 2	B9D2	80776	protein-coding	NM_030578.4	NP_085055.2	175	
NC_000019.10	41363947	41384083	19	plus	transmembrane protein 91	TMEM91	641649	protein-coding	NM_001042595.3	NP_001036060.1	139	
NC_000019.10	41386374	41397359	19	minus	exosome component 5	EXOSC5	56915	protein-coding	NM_020158.4	NP_064543.3	235	
NC_000019.10	41397818	41425002	19	plus	branched chain keto acid dehydrogenase E1 subunit alpha	BCKDHA	593	protein-coding	NM_000709.4	NP_000700.1	445	
NC_000019.10	41425359	41428730	19	minus	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GNT8	374907	protein-coding	NM_198540.2	NP_940942.1	397	
NC_000019.10	41431318	41439912	19	minus	distal membrane arm assembly component 2	DMAC2	55101	protein-coding	NM_018035.3	NP_060505.2	257	
NC_000019.10	41443156	41444765	19	plus	glutamate rich 4	ERICH4	100170765	protein-coding	NM_001130514.3	NP_001123986.1	130	
NC_000019.10	41549518	41586844	19	plus	CEA cell adhesion molecule 21	CEACAM21	90273	protein-coding	NM_033543.6	NP_291021.4	292	
NC_000019.10	41613436	41627074	19	minus	CEA cell adhesion molecule 4	CEACAM4	1089	protein-coding	NM_001817.4	NP_001808.2	244	
NC_000019.10	41673303	41688270	19	minus	CEA cell adhesion molecule 7	CEACAM7	1087	protein-coding	NM_006890.5	NP_008821.2	265	
NC_000019.10	41708626	41730433	19	plus	CEA cell adhesion molecule 5	CEACAM5	1048	protein-coding	NM_004363.6	NP_004354.3	702	
NC_000019.10	41755530	41772211	19	plus	CEA cell adhesion molecule 6	CEACAM6	4680	protein-coding	NM_002483.7	NP_002474.4	344	
NC_000019.10	41796587	41811554	19	plus	CEA cell adhesion molecule 3	CEACAM3	1084	protein-coding	NM_001815.5	NP_001806.2	252	
NC_000019.10	41835075	41844871	19	minus	LY6/PLAUR domain containing 4	LYPD4	147719	protein-coding	NM_173506.7	NP_775777.3	246	
NC_000019.10	41844916	41852333	19	plus	DMRT like family C2	DMRTC2	63946	protein-coding	NM_001040283.3	NP_001035373.1	367	
NC_000019.10	41860255	41872925	19	plus	ribosomal protein S19	RPS19	6223	protein-coding	NM_001022.4	NP_001013.1	145	
NC_000019.10	41877279	41881372	19	plus	CD79a molecule	CD79A	973	protein-coding	NM_001783.4	NP_001774.1	226	
NC_000019.10	41883184	41930141	19	plus	Rho guanine nucleotide exchange factor 1	ARHGEF1	9138	protein-coding	NM_004706.4	NP_004697.2	912	
NC_000019.10	41907704	41928449	19	minus	ETS repressor factor like	ERFL	390937	protein-coding	NM_001365103.2	NP_001352032.1	354	
NC_000019.10	41956683	41959321	19	minus	Rab acceptor 1	RABAC1	10567	protein-coding	NM_006423.3	NP_006414.2	185	
NC_000019.10	41966582	41994230	19	minus	ATPase Na+/K+ transporting subunit alpha 3	ATP1A3	478	protein-coding	NM_152296.5	NP_689509.1	1013	
NC_000019.10	41998324	42070206	19	minus	glutamate ionotropic receptor kainate type subunit 5	GRIK5	2901	protein-coding	NM_002088.5	NP_002079.3	980	
NC_000019.10	42068477	42081552	19	plus	zinc finger protein 574	ZNF574	64763	protein-coding	NM_022752.6	NP_073589.4	896	
NC_000019.10	42086110	42197936	19	minus	POU class 2 homeobox 2	POU2F2	5452	protein-coding	NM_002698.6	NP_002689.1	463	
NC_000019.10	42198598	42220134	19	minus	death effector domain containing 2	DEDD2	162989	protein-coding	NM_133328.4	NP_579874.1	326	
NC_000019.10	42220312	42228201	19	plus	zinc finger protein 526	ZNF526	116115	protein-coding	NM_133444.3	NP_597701.1	670	
NC_000019.10	42230190	42242602	19	minus	glycogen synthase kinase 3 alpha	GSK3A	2931	protein-coding	NM_019884.3	NP_063937.2	483	
NC_000019.10	42247569	42255128	19	minus	ETS2 repressor factor	ERF	2077	protein-coding	NM_006494.4	NP_006485.2	548	
NC_000019.10	42268530	42295796	19	plus	capicua transcriptional repressor	CIC	23152	protein-coding	NM_015125.5	NP_055940.3	1608	
NC_000019.10	42297033	42302800	19	minus	platelet activating factor acetylhydrolase 1b catalytic subunit 3	PAFAH1B3	5050	protein-coding	NM_002573.4	NP_002564.1	231	
NC_000019.10	42302132	42310814	19	plus	proline rich 19	PRR19	284338	protein-coding	NM_199285.3	NP_954979.2	356	
NC_000019.10	42313309	42325064	19	plus	transmembrane protein 145	TMEM145	284339	protein-coding	NM_173633.3	NP_775904.2	493	
NC_000019.10	42325635	42378765	19	plus	multiple EGF like domains 8	MEGF8	1954	protein-coding	NM_001410.3	NP_001401.2	2778	
NC_000019.10	42387019	42390297	19	minus	cornifelin	CNFN	84518	protein-coding	NM_032488.4	NP_115877.2	112	
NC_000019.10	42401514	42427388	19	minus	lipase E, hormone sensitive type	LIPE	3991	protein-coding	NM_005357.4	NP_005348.2	1076	
NC_000019.10	42428278	42442946	19	minus	C-X-C motif chemokine ligand 17	CXCL17	284340	protein-coding	NM_198477.3	NP_940879.1	119	
NC_000019.10	42507306	42528481	19	minus	CEA cell adhesion molecule 1	CEACAM1	634	protein-coding	NM_001712.5	NP_001703.2	526	
NC_000019.10	42580243	42594924	19	minus	CEA cell adhesion molecule 8	CEACAM8	1088	protein-coding	NM_001816.4	NP_001807.2	349	
NC_000019.10	42721642	42740481	19	minus	pregnancy specific beta-1-glycoprotein 3	PSG3	5671	protein-coding	NM_021016.4	NP_066296.2	428	
NC_000019.10	42752686	42765678	19	minus	pregnancy specific beta-1-glycoprotein 8	PSG8	440533	protein-coding	NM_182707.3	NP_874366.1	426	
NC_000019.10	42866464	42879713	19	minus	pregnancy specific beta-1-glycoprotein 1	PSG1	5669	protein-coding	NM_006905.3	NP_008836.2	426	
NC_000019.10	42902086	42917894	19	minus	pregnancy specific beta-1-glycoprotein 6	PSG6	5675	protein-coding	NM_002782.5	NP_002773.1	435	
NC_000019.10	42924132	42937207	19	minus	pregnancy specific beta-1-glycoprotein 7	PSG7	5676	protein-coding	NM_002783.3	NP_002774.2	419	
NC_000019.10	43007656	43026469	19	minus	pregnancy specific beta-1-glycoprotein 11	PSG11	5680	protein-coding	NM_002785.3	NP_002776.3	335	
NC_000019.10	43064209	43082701	19	minus	pregnancy specific beta-1-glycoprotein 2	PSG2	5670	protein-coding	NM_031246.4	NP_112536.2	335	
NC_000019.10	43167743	43186536	19	minus	pregnancy specific beta-1-glycoprotein 5	PSG5	5673	protein-coding	NM_002781.4	NP_002772.3	335	
NC_000019.10	43192702	43205638	19	minus	pregnancy specific beta-1-glycoprotein 4	PSG4	5672	protein-coding	NM_002780.5	NP_002771.2	419	
NC_000019.10	43253282	43269530	19	minus	pregnancy specific beta-1-glycoprotein 9	PSG9	5678	protein-coding	NM_002784.5	NP_002775.3	426	
NC_000019.10	43353686	43366081	19	plus	CD177 molecule	CD177	57126	protein-coding	NM_020406.4	NP_065139.2	437	
NC_000019.10	43388611	43418597	19	plus	testis expressed 101	TEX101	83639	protein-coding	NM_031451.5	NP_113639.4	267	
NC_000019.10	43460787	43465608	19	minus	LY6/PLAUR domain containing 3	LYPD3	27076	protein-coding	NM_014400.3	NP_055215.2	346	
NC_000019.10	43475103	43504746	19	minus	pleckstrin homology like domain family B member 3	PHLDB3	653583	protein-coding	NM_198850.4	NP_942147.3	640	
NC_000019.10	43506719	43527201	19	minus	ETHE1 persulfide dioxygenase	ETHE1	23474	protein-coding	NM_014297.5	NP_055112.2	254	
NC_000019.10	43530835	43536087	19	plus	zinc finger protein 575	ZNF575	284346	protein-coding	NM_174945.3	NP_777605.1	245	
NC_000019.10	43543311	43575527	19	minus	X-ray repair cross complementing 1	XRCC1	7515	protein-coding	NM_006297.3	NP_006288.2	633	
NC_000019.10	43575509	43582098	19	plus	phospholipase A2 inhibitor and LY6/PLAUR domain containing	PINLYP	390940	protein-coding	NM_001193621.3	NP_001180550.2	204	
NC_000019.10	43584367	43596134	19	minus	immunity related GTPase Q	IRGQ	126298	protein-coding	NM_001007561.3	NP_001007562.1	623	
NC_000019.10	43596392	43601157	19	plus	zinc finger protein 576	ZNF576	79177	protein-coding	NM_024327.2	NP_077303.1	170	
NC_000019.10	43607224	43619629	19	minus	zinc finger protein 428	ZNF428	126299	protein-coding	NM_182498.4	NP_872304.2	188	
NC_000019.10	43612088	43614498	19	plus	serine/arginine repetitive matrix 5	SRRM5	100170229	protein-coding	NM_001145641.2	NP_001139113.1	715	
NC_000019.10	43622368	43641984	19	minus	cell adhesion molecule 4	CADM4	199731	protein-coding	NM_145296.2	NP_660339.1	388	
NC_000019.10	43646095	43670169	19	minus	plasminogen activator, urokinase receptor	PLAUR	5329	protein-coding	NM_002659.4	NP_002650.1	335	
NC_000019.10	43716076	43720021	19	plus	immunity related GTPase cinema	IRGC	56269	protein-coding	NM_019612.4	NP_062558.1	463	
NC_000019.10	43727983	43754962	19	minus	SMG9 nonsense mediated mRNA decay factor	SMG9	56006	protein-coding	NM_019108.4	NP_061981.2	520	
NC_000019.10	43766533	43780973	19	minus	potassium calcium-activated channel subfamily N member 4	KCNN4	3783	protein-coding	NM_002250.3	NP_002241.1	427	
NC_000019.10	43795927	43820634	19	minus	LY6/PLAUR domain containing 5	LYPD5	284348	protein-coding	NM_182573.3	NP_872379.2	208	
NC_000019.10	43827321	43852017	19	plus	zinc finger protein 283	ZNF283	284349	protein-coding	NM_181845.2	NP_862828.1	679	
NC_000019.10	43872365	43883964	19	minus	zinc finger protein 404	ZNF404	342908	protein-coding	NM_001033719.3	NP_001028891.2	552	
NC_000019.10	43912624	43935282	19	minus	zinc finger protein 45	ZNF45	7596	protein-coding	NM_003425.4	NP_003416.1	682	
NC_000019.10	43951228	43981613	19	plus	zinc finger protein 221	ZNF221	7638	protein-coding	NM_013359.3	NP_037491.2	617	
NC_000019.10	43984188	43998326	19	plus	zinc finger protein 155	ZNF155	7711	protein-coding	NM_003445.4	NP_003436.4	538	
NC_000019.10	44002957	44013924	19	plus	zinc finger protein 230	ZNF230	7773	protein-coding	NM_006300.4	NP_006291.2	474	
NC_000019.10	44025379	44033110	19	plus	zinc finger protein 222	ZNF222	7673	protein-coding	NM_013360.3	NP_037492.2	451	
NC_000019.10	44051631	44067999	19	plus	zinc finger protein 223	ZNF223	7766	protein-coding	NM_013361.6	NP_037493.3	482	
NC_000019.10	44072159	44089613	19	plus	zinc finger protein 284	ZNF284	342909	protein-coding	NM_001037813.4	NP_001032902.1	593	
NC_000019.10	44094361	44109826	19	plus	zinc finger protein 224	ZNF224	7767	protein-coding	NM_013398.5	NP_037530.2	707	
NC_000019.10	44111425	44134822	19	plus	zinc finger protein 225	ZNF225	7768	protein-coding	NM_013362.4	NP_037494.2	706	
NC_000019.10	44141554	44160313	19	plus	zinc finger protein 234	ZNF234	10780	protein-coding	NM_006630.3	NP_006621.1	700	
NC_000019.10	44165100	44199490	19	plus	zinc finger protein 226	ZNF226	7769	protein-coding	NM_015919.4	NP_057003.2	94	
NC_000019.10	44207547	44237268	19	plus	zinc finger protein 227	ZNF227	7770	protein-coding	NM_182490.3	NP_872296.1	799	
NC_000019.10	44259886	44275317	19	plus	zinc finger protein 233	ZNF233	353355	protein-coding	NM_181756.3	NP_861421.2	670	
NC_000019.10	44286348	44305025	19	minus	zinc finger protein 235	ZNF235	9310	protein-coding	NM_004234.4	NP_004225.3	738	
NC_000019.10	44326553	44367217	19	minus	zinc finger protein 112	ZNF112	7771	protein-coding	NM_013380.4	NP_037512.3	907	
NC_000019.10	44382298	44401608	19	minus	zinc finger protein 285	ZNF285	26974	protein-coding	NM_152354.6	NP_689567.4	590	
NC_000019.10	44426254	44448578	19	minus	zinc finger protein 229	ZNF229	7772	protein-coding	NM_014518.4	NP_055333.3	825	
NC_000019.10	44474431	44500522	19	minus	zinc finger protein 180	ZNF180	7733	protein-coding	NM_013256.7	NP_037388.3	692	
NC_000019.10	44506159	44529675	19	minus	CEA cell adhesion molecule 20	CEACAM20	125931	protein-coding	NM_001102597.3	NP_001096067.2	596	
NC_000019.10	44613563	44636781	19	plus	immunoglobulin superfamily member 23	IGSF23	147710	protein-coding	NM_001205280.2	NP_001192209.1	192	
NC_000019.10	44643910	44666162	19	plus	PVR cell adhesion molecule	PVR	5817	protein-coding	NM_006505.5	NP_006496.4	417	
NC_000019.10	44665860	44684355	19	plus	CEA cell adhesion molecule 19	CEACAM19	56971	protein-coding	NM_020219.5	NP_064604.2	300	
NC_000019.10	44699151	44710718	19	plus	CEA cell adhesion molecule 16, tectorial membrane component	CEACAM16	388551	protein-coding	NM_001039213.4	NP_001034302.2	425	
NC_000019.10	44747705	44760044	19	plus	BCL3 transcription coactivator	BCL3	602	protein-coding	NM_005178.5	NP_005169.2	454	
NC_000019.10	44777869	44800652	19	plus	Cbl proto-oncogene C	CBLC	23624	protein-coding	NM_012116.4	NP_036248.3	474	
NC_000019.10	44809059	44821421	19	plus	basal cell adhesion molecule (Lutheran blood group)	BCAM	4059	protein-coding	NM_005581.5	NP_005572.2	628	
NC_000019.10	44846297	44889223	19	plus	nectin cell adhesion molecule 2	NECTIN2	5819	protein-coding	NM_002856.3	NP_002847.1	479	
NC_000019.10	44891254	44903689	19	plus	translocase of outer mitochondrial membrane 40	TOMM40	10452	protein-coding	NM_006114.3	NP_006105.1	361	
NC_000019.10	44905796	44909393	19	plus	apolipoprotein E	APOE	348	protein-coding	NM_000041.4	NP_000032.1	317	
NC_000019.10	44914325	44919346	19	plus	apolipoprotein C1	APOC1	341	protein-coding	NM_001645.5	NP_001636.1	83	
NC_000019.10	44942237	44945496	19	plus	apolipoprotein C4	APOC4	346	protein-coding	NM_001646.3	NP_001637.1	127	
NC_000019.10	44946051	44949565	19	plus	apolipoprotein C2	APOC2	344	protein-coding	NM_000483.5	NP_000474.2	101	
NC_000019.10	44954585	44993341	19	plus	CLPTM1 regulator of GABA type A receptor forward trafficking	CLPTM1	1209	protein-coding	NM_001294.4	NP_001285.1	669	
NC_000019.10	45001464	45038192	19	plus	RELB proto-oncogene, NF-kB subunit	RELB	5971	protein-coding	NM_006509.4	NP_006500.2	579	
NC_000019.10	45039045	45070956	19	plus	CLK4 associating serine/arginine rich protein	CLASRP	11129	protein-coding	NM_007056.3	NP_008987.2	674	
NC_000019.10	45071500	45076478	19	minus	zinc finger protein 296	ZNF296	162979	protein-coding	NM_145288.3	NP_660331.1	475	
NC_000019.10	45075627	45091518	19	plus	gem nuclear organelle associated protein 7	GEMIN7	79760	protein-coding	NM_024707.3	NP_078983.1	131	
NC_000019.10	45093179	45147285	19	plus	protein phosphatase 1 regulatory subunit 37	PPP1R37	284352	protein-coding	NM_019121.2	NP_061994.1	691	
NC_000019.10	45149744	45162841	19	minus	NTPase KAP family P-loop domain containing 1	NKPD1	284353	protein-coding	NM_198478.4	NP_940880.3	832	
NC_000019.10	45162933	45178237	19	minus	trafficking protein particle complex subunit 6A	TRAPPC6A	79090	protein-coding	NM_024108.3	NP_077013.1	173	
NC_000019.10	45178784	45217083	19	plus	biogenesis of lysosomal organelles complex 1 subunit 3	BLOC1S3	388552	protein-coding	NM_212550.5	NP_997715.1	202	
NC_000019.10	45212370	45245407	19	minus	exocyst complex component 3 like 2	EXOC3L2	90332	protein-coding	NM_001382422.1	NP_001369351.1	802	
NC_000019.10	45251271	45305284	19	plus	microtubule affinity regulating kinase 4	MARK4	57787	protein-coding	NM_031417.4	NP_113605.2	688	
NC_000019.10	45306413	45322875	19	minus	creatine kinase, M-type	CKM	1158	protein-coding	NM_001824.5	NP_001815.2	381	
NC_000019.10	45340750	45351519	19	plus	kinesin light chain 3	KLC3	147700	protein-coding	NM_177417.3	NP_803136.2	504	
NC_000019.10	45349837	45370573	19	minus	ERCC excision repair 2, TFIIH core complex helicase subunit	ERCC2	2068	protein-coding	NM_000400.4	NP_000391.1	760	
NC_000019.10	45379638	45406361	19	minus	protein phosphatase 1 regulatory subunit 13 like	PPP1R13L	10848	protein-coding	NM_006663.4	NP_006654.2	828	
NC_000019.10	45406644	45410737	19	plus	RNA polymerase I subunit G	POLR1G	10849	protein-coding	NM_012099.3	NP_036231.1	510	
NC_000019.10	45407334	45451547	19	minus	ERCC excision repair 1, endonuclease non-catalytic subunit	ERCC1	2067	protein-coding	NM_001983.4	NP_001974.1	297	
NC_000019.10	45467996	45475179	19	plus	FosB proto-oncogene, AP-1 transcription factor subunit	FOSB	2354	protein-coding	NM_006732.3	NP_006723.2	338	
NC_000019.10	45485294	45497047	19	minus	reticulon 2	RTN2	6253	protein-coding	NM_005619.5	NP_005610.1	545	
NC_000019.10	45498443	45502513	19	plus	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	PPM1N	147699	protein-coding	NM_001080401.2	NP_001073870.1	430	
NC_000019.10	45507479	45526983	19	plus	vasodilator stimulated phosphoprotein	VASP	7408	protein-coding	NM_003370.4	NP_003361.1	380	
NC_000019.10	45527427	45584802	19	minus	outer mitochondrial membrane lipid metabolism regulator OPA3	OPA3	80207	protein-coding	NM_025136.4	NP_079412.1	179	
NC_000019.10	45589764	45602212	19	minus	G protein-coupled receptor 4	GPR4	2828	protein-coding	NM_005282.3	NP_005273.1	362	
NC_000019.10	45609400	45645629	19	minus	EMAP like 2	EML2	24139	protein-coding	NM_012155.4	NP_036287.1	649	
NC_000019.10	45668221	45683722	19	plus	gastric inhibitory polypeptide receptor	GIPR	2696	protein-coding	NM_000164.4	NP_000155.1	466	
NC_000019.10	45687454	45692316	19	minus	small nuclear ribonucleoprotein D2 polypeptide	SNRPD2	6633	protein-coding	NM_004597.6	NP_004588.1	118	
NC_000019.10	45692666	45703987	19	plus	glutaminyl-peptide cyclotransferase like	QPCTL	54814	protein-coding	NM_017659.4	NP_060129.2	382	
NC_000019.10	45710629	45733177	19	minus	F-box protein 46	FBXO46	23403	protein-coding	NM_001080469.2	NP_001073938.1	603	
NC_000019.10	45733439	45764541	19	plus	meiosis initiator	MEIOSIN	388553	protein-coding	NM_001310124.2	NP_001297053.1	638	
NC_000019.10	45764785	45769252	19	minus	SIX homeobox 5	SIX5	147912	protein-coding	NM_175875.5	NP_787071.3	739	
NC_000019.10	45769717	45782490	19	minus	DM1 protein kinase	DMPK	1760	protein-coding	NM_004409.5	NP_004400.4	629	
NC_000019.10	45782947	45792845	19	minus	DM1 locus, WD repeat containing	DMWD	1762	protein-coding	NM_004943.2	NP_004934.1	674	
NC_000019.10	45795713	45815308	19	minus	radial spoke head 6 homolog A	RSPH6A	81492	protein-coding	NM_030785.4	NP_110412.1	717	
NC_000019.10	45815410	45863147	19	minus	symplekin scaffold protein	SYMPK	8189	protein-coding	NM_004819.3	NP_004810.2	1274	
NC_000019.10	45864326	45873797	19	plus	forkhead box A3	FOXA3	3171	protein-coding	NM_004497.3	NP_004488.2	350	
NC_000019.10	45883608	45886141	19	minus	interferon regulatory factor 2 binding protein 1	IRF2BP1	26145	protein-coding	NM_015649.3	NP_056464.1	584	
NC_000019.10	45890023	45902613	19	minus	Myb related transcription factor, partner of profilin	MYPOP	339344	protein-coding	NM_001012643.4	NP_001012661.1	399	
NC_000019.10	45913214	45914778	19	minus	nanos C2HC-type zinc finger 2	NANOS2	339345	protein-coding	NM_001029861.3	NP_001025032.1	138	
NC_000019.10	45933734	45973865	19	minus	NOVA alternative splicing regulator 2	NOVA2	4858	protein-coding	NM_002516.4	NP_002507.1	492	
